NIVEL	CONTENIDO	TAGS	URL
3.4.1.2	Niveles de prevención y atención médica.	[UNAM,IPN,UAM A1,UAM A2,BUAP A1,BUAP A2,USEP,EXANI II MOD16,EXANI II MOD05,EXANI II MOD13]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.4.1.3	Terminología médica (planimetría,raíces,prefijos).	[EXANI II MOD13,EXANI II MOD05,IPN A2,USEP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.4.1.4	Signos vitales y somatometría.	[EXANI II MOD13,EXANI II MOD05]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.4.2	Anatomía y Fisiología por Sistemas	[EXANI II MOD13,EXANI II MOD05,IPN A2,UAM A2,USEP,BUAP A1]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.4.2.1	Sistema Tegumentario y Musculoesquelético (Huesos,Músculos,Piel).	[UNAM,IPN,UAM A1,UAM A2,BUAP A1,BUAP A2,USEP,EXANI II MOD16,EXANI II MOD05,EXANI II MOD13]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.4.2.2	Sistema Nervioso (Central y Periférico) y Órganos de los Sentidos.	[UNAM,IPN,UAM A1,UAM A2,BUAP A1,BUAP A2,USEP,EXANI II MOD16,EXANI II MOD05,EXANI II MOD13]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.4.2.3	Sistema Endocrino (Glándulas y Hormonas).	[UNAM,IPN,UAM A1,UAM A2,BUAP A1,BUAP A2,USEP,EXANI II MOD16,EXANI II MOD05,EXANI II MOD13]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.4.2.4	Sistema Cardiovascular (Corazón,Vasos,Sangre) y Linfático.	[UNAM,IPN,UAM A1,UAM A2,BUAP A1,BUAP A2,USEP,EXANI II MOD16,EXANI II MOD05,EXANI II MOD13]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.4.2.5	Aparato Respiratorio y Digestivo (Nutrición y Metabolismo).	[UNAM,IPN,UAM A1,UAM A2,BUAP A1,BUAP A2,USEP,EXANI II MOD16,EXANI II MOD05,EXANI II MOD13]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.4.2.6	Aparato Urinario y Reproductor (Femenino/Masculino).	[UNAM,IPN,UAM A1,UAM A2,BUAP A1,BUAP A2,USEP,EXANI II MOD16,EXANI II MOD05,EXANI II MOD13]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.4.2.7	Homeostasis y mecanismos de regulación.	[UNAM,IPN,UAM A1,UAM A2,BUAP A1,BUAP A2,USEP,EXANI II MOD16,EXANI II MOD05,EXANI II MOD13]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.4.3	Farmacología y Recursos Medicinales	[UNAM,IPN,UAM A1,UAM A2,BUAP A1,BUAP A2,USEP,EXANI II MOD16,EXANI II MOD05,EXANI II MOD13]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.4.3.1	Nociones de Farmacología.	[UNAM,IPN,UAM A1,UAM A2,BUAP A1,BUAP A2,USEP,EXANI II MOD16,EXANI II MOD05,EXANI II MOD13]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
3.4.3.2	Uso medicinal de las plantas (Herbolaria).	[USEP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
4	Bloque IV: Ciencias Sociales y Humanidades	[UNAM,IPN,UAM A3,UAM A4,EXANI II MOD10,EXANI II MOD08,EXANI II MOD06,EXANI II MOD07,EXANI II MOD15,BUAP A3,BUAP A4]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
4.1	Historia Universal	[UNAM,IPN,UAM A3,EXANI II MOD10,BUAP A3]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
4.1.1	Introducción a la Historia	[UNAM,IPN,UAM A3,EXANI II MOD10,BUAP A3]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
4.1.1.1	Definición,utilidad,fuentes y periodización de la Historia.	[UNAM,IPN,UAM A3,EXANI II MOD10,BUAP A3]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
4.1.1.2	Corrientes de interpretación histórica (Positivismo,Materialismo Histórico,Escuela de los Annales).	[IPN,BUAP A3]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
4.1.2	De la Antigüedad a la Edad Moderna	[UNAM,IPN,UAM A3,EXANI II MOD10,BUAP A3]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
4.1.2.1	Civilizaciones Antiguas (Grecia y Roma) y Edad Media (Feudalismo).	[UNAM,IPN,UAM A3,EXANI II MOD10,BUAP A3]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
4.1.2.2	Renacimiento,Humanismo y la expansión colonial (Descubrimientos geográficos).	[UNAM,IPN,UAM A3,EXANI II MOD10,BUAP A3]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
4.1.2.3	La Ilustración y el Enciclopedismo.	[UNAM,IPN,UAM A3,EXANI II MOD10,BUAP A3]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
4.1.3	Revoluciones Burguesas y Siglo XIX	[UNAM,IPN,UAM A3,EXANI II MOD10,BUAP A3]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
4.1.3.1	Independencia de las Trece Colonias y Revolución Francesa (Imperio Napoleónico).	[UNAM,IPN,UAM A3,EXANI II MOD10,BUAP A3]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
4.1.3.2	Revolución Industrial (etapas y consecuencias sociales).	[UNAM,IPN,UAM A3,EXANI II MOD10,BUAP A3]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
4.1.3.3	Liberalismo,Nacionalismo y movimientos obreros del siglo XIX.	[UNAM,IPN,UAM A3,EXANI II MOD10,BUAP A3]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
4.1.3.4	Independencia de Hispanoamérica.	[UNAM,IPN,UAM A3,EXANI II MOD10,BUAP A3]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
4.1.3.5	Imperialismo y expansión colonial (1870-1914).	[UNAM,IPN,UAM A3,EXANI II MOD10,BUAP A3]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
4.1.4	Mundo Contemporáneo (Siglo XX y XXI)	[UNAM,IPN,UAM A3,EXANI II MOD10,BUAP A3]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
4.1.4.1	Primera Guerra Mundial y Revolución Rusa.	[UNAM,IPN,UAM A3,EXANI II MOD10,BUAP A3]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
4.1.4.2	Periodo de Entreguerras: Crisis de 1929 y Regímenes Totalitarios (Fascismo,Nazismo).	[UNAM,IPN,UAM A3,EXANI II MOD10,BUAP A3]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
4.1.4.3	Segunda Guerra Mundial (Causas,desarrollo y consecuencias).	[UNAM,IPN,UAM A3,EXANI II MOD10,BUAP A3]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
4.1.4.4	Guerra Fría: Bloques de poder,descolonización de Asia y África.	[UNAM,IPN,UAM A3,EXANI II MOD10,BUAP A3]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
4.1.4.5	Caída del bloque soviético,Globalización y Neoliberalismo.	[UNAM,IPN,UAM A3,EXANI II MOD10,BUAP A3]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
4.2	Historia de México	[UNAM,IPN,UAM A3,EXANI II MOD10,BUAP A3]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
4.2.1	México Antiguo y Colonial	[UNAM,IPN,UAM A3,EXANI II MOD10,BUAP A3]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
4.2.1.1	Mesoamérica: áreas culturales,horizontes y principales civilizaciones (Olmeca,Maya,Mexica).	[UNAM,IPN,UAM A3,EXANI II MOD10,BUAP A3]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
4.2.1.2	Conquista militar y espiritual.	[UNAM,IPN,UAM A3,EXANI II MOD10,BUAP A3]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
4.2.1.3	El Virreinato: organización política,económica,social y Reformas Borbónicas.	[UNAM,IPN,UAM A3,EXANI II MOD10,BUAP A3]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
4.2.2	México Independiente (Siglo XIX)	[UNAM,IPN,UAM A3,EXANI II MOD10,BUAP A3]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
4.2.2.1	Independencia de México: causas,etapas (Hidalgo,Morelos,Consumación).	[UNAM,IPN,UAM A3,EXANI II MOD10,BUAP A3]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
4.2.2.2	Primeros proyectos de nación (Monarquía vs República,Federalismo vs Centralismo).	[UNAM,IPN,UAM A3,EXANI II MOD10,BUAP A3]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
4.2.2.3	Conflictos internacionales (Texas,Guerra con EUA,Intervención Francesa).	[UNAM,IPN,UAM A3,EXANI II MOD10,BUAP A3]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
4.2.2.4	Reforma Liberal (Leyes de Reforma,Constitución 1857) y República Restaurada.	[UNAM,IPN,UAM A3,EXANI II MOD10,BUAP A3]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
4.2.2.5	El Porfiriato: características políticas,económicas,sociales y culturales.	[UNAM,IPN,UAM A3,EXANI II MOD10,BUAP A3]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
4.2.3	México Contemporáneo (Siglo XX y XXI)	[UNAM,IPN,UAM A3,EXANI II MOD10,BUAP A3]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
4.2.3.1	Revolución Mexicana: Maderismo,Constitucionalismo,Zapatismo,Villismo,Constitución de 1917.	[UNAM,IPN,UAM A3,EXANI II MOD10,BUAP A3]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
4.2.3.2	Reconstrucción Nacional y Caudillismo (Obregón,Calles,Maximato).	[UNAM,IPN,UAM A3,EXANI II MOD10,BUAP A3]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
4.2.3.3	Cardenismo (Plan Sexenal,Expropiación petrolera,corporativismo).	[UNAM,IPN,UAM A3,EXANI II MOD10,BUAP A3]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
4.2.3.4	Milagro Mexicano y Desarrollo Estabilizador (1940-1970).	[UNAM,IPN,UAM A3,EXANI II MOD10,BUAP A3]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
4.2.3.5	Crisis del sistema,Neoliberalismo,Tecnócratas y Globalización (1982-Actualidad).	[UNAM,IPN,UAM A3,EXANI II MOD10,BUAP A3]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
4.3	Geografía	[UNAM,IPN,UAM A3,BUAP A3]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
4.3.1	Geografía Física	[UNAM,IPN,UAM A3,BUAP A3]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
4.3.1.1	La Tierra en el universo: movimientos,coordenadas geográficas y husos horarios.	[UNAM,IPN,UAM A3,BUAP A3]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
4.3.1.2	Litósfera: tectónica de placas,sismicidad,vulcanismo y relieve (México y mundo).	[UNAM,IPN,UAM A3,BUAP A3]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
4.3.1.3	Hidrósfera: ciclo del agua,ríos,lagos y océanos (recursos hídricos).	[UNAM,IPN,UAM A3,BUAP A3]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
4.3.1.4	Atmósfera: clima,elementos y factores del clima,regiones naturales y biodiversidad.	[UNAM,IPN,UAM A3,BUAP A3]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
4.3.2	Geografía Humana y Económica	[UNAM,IPN,UAM A3,BUAP A3]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
4.3.2.1	Población: crecimiento,distribución,indicadores demográficos y migración.	[UNAM,IPN,UAM A3,BUAP A3]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
4.3.2.2	Actividades económicas: regiones agrícolas,ganaderas,industriales y comerciales.	[UNAM,IPN,UAM A3,BUAP A3]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
4.3.2.3	Geografía Política: fronteras,división política de México y conflictos internacionales.	[UNAM,IPN,UAM A3,BUAP A3]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
4.3.2.4	Deterioro ambiental,cambio climático y desarrollo sustentable.	[UNAM,IPN,UAM A2,UAM A3,BUAP A3]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
4.4	Filosofía	[UNAM A4,EXANI II MOD08,UAM A3,BUAP A3]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
4.4.1	Introducción y Problemas Filosóficos	[UNAM A4,EXANI II MOD08,UAM A3,BUAP A3]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
4.4.1.1	Definición,disciplinas (Ética,Estética,Ontología,Epistemología,Lógica) y problemas fundamentales.	[UNAM A4,EXANI II MOD08,UAM A3,BUAP A3]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
4.4.1.2	Lógica: tipos de lenguaje,argumentos,falacias y silogismos.	[UNAM A4,EXANI II MOD08,UAM A3,BUAP A3]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
4.4.1.3	Ética y Moral: valores,responsabilidad,libertad,autonomía.	[UNAM A4,EXANI II MOD08,UAM A3,BUAP A3,BUAP A4]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
4.4.2	Historia de la Filosofía	[UNAM A4,EXANI II MOD08,UAM A3,BUAP A3]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
4.4.2.1	Filosofía Antigua: Presocráticos,Sofistas,Sócrates,Platón,Aristóteles.	[UNAM A4,EXANI II MOD08,UAM A3,BUAP A3]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
4.4.2.2	Filosofía Medieval: Patrística (San Agustín) y Escolástica (Sto. Tomás).	[UNAM A4,EXANI II MOD08,UAM A3,BUAP A3]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
4.4.2.3	Filosofía Moderna: Racionalismo (Descartes),Empirismo (Hume/Locke),Idealismo (Kant/Hegel).	[UNAM A4,EXANI II MOD08,UAM A3,BUAP A3]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
4.4.2.4	Filosofía Contemporánea: Marxismo,Existencialismo,Positivismo.	[UNAM A4,EXANI II MOD08,UAM A3,BUAP A3]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
4.4.2.5	Filosofía Mexicana y pensamiento latinoamericano.	[EXANI II MOD08,UAM A3,BUAP A3]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
4.5	Formación Cívica,Política y Derecho	[UNAM,IPN,UAM A3,EXANI II MOD06,BUAP A3,BUAP A4]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
4.5.1	Estructura Socioeconómica y Política de México	[UNAM,IPN,UAM A3,BUAP A3,BUAP A4]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
4.5.1.1	El Estado Mexicano: división de poderes (Ejecutivo,Legislativo,Judicial).	[UNAM,IPN,UAM A3,BUAP A3,BUAP A4]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
4.5.1.2	Partidos políticos,sistema electoral y participación ciudadana.	[UNAM,IPN,UAM A3,BUAP A3,BUAP A4]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
4.5.1.3	Modelos económicos en México y su impacto social.	[UNAM,IPN,UAM A3,BUAP A3,BUAP A4]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
4.5.2	Derecho y Normatividad	[UNAM A3,IPN,UAM A3,EXANI II MOD06,BUAP A4]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
4.5.2.1	Concepto de norma,ley y fuentes del Derecho.	[UNAM A3,IPN,UAM A3,EXANI II MOD06,BUAP A4]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
4.5.2.2	Constitución Política de los Estados Unidos Mexicanos (Garantías individuales y Derechos Humanos).	[UNAM,IPN,UAM A3,EXANI II MOD06,BUAP A3,BUAP A4]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
4.5.2.3	Ramas del Derecho: Público,Privado y Social (Laboral,Civil,Penal,Agrario).	[UNAM A3,IPN,UAM A3,EXANI II MOD06,BUAP A4]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
4.6	Disciplinas Sociales Específicas	[EXANI II MOD01,EXANI II MOD06,EXANI II MOD07,EXANI II MOD15,BUAP A3,BUAP A4,UAM A3,IPN A3]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
4.6.1	Economía (Teoría)	[EXANI II MOD07,BUAP A3,BUAP A4,IPN A3]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
4.6.1.1	Principios: escasez,necesidades,microeconomía vs macroeconomía.	[EXANI II MOD07,BUAP A3,BUAP A4,IPN A3]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
4.6.1.2	Oferta,demanda y mercado.	[EXANI II MOD07,BUAP A3,BUAP A4,IPN A3]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
4.6.1.3	Indicadores macroeconómicos: PIB,inflación,desempleo.	[EXANI II MOD07,BUAP A3,BUAP A4,IPN A3]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
4.6.2	Administración	[EXANI II MOD01,BUAP A4,IPN A3]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
4.6.2.1	Proceso administrativo: Planeación,Organización,Dirección,Control.	[EXANI II MOD01,BUAP A4,IPN A3]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
4.6.2.2	Áreas funcionales de la empresa y emprendimiento.	[EXANI II MOD01,BUAP A4,IPN A3]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
4.6.3	Psicología (Ciencias Sociales)	[EXANI II MOD15,BUAP A1]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
4.6.3.1	Bases biológicas de la conducta y procesos psicológicos (percepción,memoria,aprendizaje).	[EXANI II MOD15,BUAP A1]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
4.6.3.2	Teorías de la personalidad y corrientes psicológicas.	[EXANI II MOD15,BUAP A1]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
4.6.4	Pedagogía	[BUAP A3]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
4.6.4.1	Conceptos de pedagogía,didáctica y corrientes educativas.	[BUAP A3]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
5	Bloque V: Módulos Técnicos,TICs,Inglés e Investigación	[IPN,EXANI II,PAA,USEP,BUAP,UAM A4]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
5.1	Inglés (Lengua Extranjera)	[IPN,EXANI II,PAA,USEP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
5.1.1	Comprensión Lectora (Reading)	[IPN,EXANI II,PAA,USEP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
5.1.1.1	Identificación de ideas principales,detalles específicos y propósito del texto.	[IPN,EXANI II,PAA,USEP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
5.1.1.2	Inferencia de significado por contexto y lenguaje figurativo.	[EXANI II,PAA,USEP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
5.1.1.3	Tipos de texto: anuncios,correos,noticias,instrucciones y textos breves.	[IPN,EXANI II,PAA,USEP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
5.1.2	Gramática y Uso de la Lengua (Use of English)	[IPN,EXANI II,PAA,USEP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
5.1.2.1	Tiempos verbales: Presente (Simple/Continuo),Pasado (Simple),Futuro (Planes).	[IPN,EXANI II,PAA,USEP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
5.1.2.2	Estructuras básicas: Comparativos,superlativos,auxiliares (do/does/did).	[IPN,EXANI II,PAA,USEP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
5.1.2.3	Pronombres,preposiciones,conectores y concordancia.	[IPN,EXANI II,PAA,USEP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
5.1.3	Vocabulario y Contextos Comunicativos	[IPN,EXANI II,PAA,USEP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
5.1.3.1	Información personal,familia,rutinas y descripción de personas.	[IPN,EXANI II,PAA,USEP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
5.1.3.2	Entornos cotidianos: Compras,Restaurantes,Trabajo,Escuela,Vacaciones.	[IPN,EXANI II,PAA,USEP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
5.1.3.3	Salud,deportes y fenómenos naturales.	[IPN,EXANI II,PAA,USEP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
5.2	Tecnologías de la Información y Comunicación (TICs)	[USEP,BUAP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
5.2.1	Software de Oficina y Productividad	[USEP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
5.2.1.1	Procesadores de Texto: edición,formato,tablas.	[USEP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
5.2.1.2	Hojas de Cálculo: fórmulas,funciones,filtros y gráficos.	[USEP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
5.2.1.3	Presentadores electrónicos y edición básica (video/sonido).	[USEP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
5.2.2	Pensamiento Computacional	[USEP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
5.2.2.1	Algoritmos: concepto,características y expresión narrativa.	[USEP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
5.2.2.2	Diagramas de flujo: simbología y elaboración.	[USEP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
5.2.3	Ciudadanía Digital e Internet	[USEP,BUAP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
5.2.3.1	Navegación,buscadores y correo electrónico.	[USEP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
5.2.3.2	Seguridad digital: sitios confiables vs plagio/información falsa.	[USEP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
5.2.3.3	Redes sociales y comunicación en grupos digitales.	[USEP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
5.3	Diseño,Artes y Razonamiento Visuoespacial	[UAM A4,USEP,BUAP A3]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
5.3.1	Razonamiento Visuoespacial y Abstracto	[UAM A4,USEP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
5.3.1.1	Visualización y Rotación mental de figuras (2D y 3D).	[UAM A4,USEP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
5.3.1.2	Desarrollos planos de sólidos (dobleces,armar cubos/figuras).	[UAM A4,USEP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
5.3.1.3	Conteo de figuras,vistas,cortes y proyecciones (ortogonal,isométrica).	[UAM A4,USEP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
5.3.1.4	Identificación de patrones,sombras y reflejos.	[USEP]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
5.3.2	Fundamentos de Dibujo y Diseño	[UAM A4]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
5.3.2.1	Elementos básicos: línea (calidad,tipo),forma,volumen,textura.	[UAM A4]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
5.3.2.2	Perspectiva,escalas,simetría,ritmo y módulo.	[UAM A4]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
5.3.2.3	Espacios positivos (macizos) y negativos (huecos).	[UAM A4]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
5.3.3	Historia del Arte (Enfoque de Diseño)	[UAM A4,BUAP A3]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
5.3.3.1	Arte Universal: Clásico (Grecia/Roma),Renacimiento,Vanguardias,Funcionalismo.	[UAM A4,BUAP A3]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
5.3.3.2	Arte en México: Prehispánico,Virreinato,Muralismo,Arquitectura Contemporánea.	[UAM A4,BUAP A3]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
5.4	Metodología de la Investigación y Estudio	[BUAP,IPN]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
5.4.1	Investigación Documental y Académica	[BUAP,IPN]	https://simuladores.cepredix.com.mx/00-espera-un-poco-un-poquito-maaaaas.html
